artist_name,total_listening_sessions,avg_engagement_score,most_listened_genre,sessions_normalized,engagement_normalized,priority_score
Unlicensed Artist 189,24,0.2984956239048233,vaporwave,0.5666666666666667,0.5656929490527982,0.5662771796211192
Unlicensed Artist 1322,20,0.35200868675408736,folk,0.43333333333333335,0.7645206665012716,0.5658082666005086
Unlicensed Artist 37,23,0.31160048978928495,hip-hop,0.5333333333333333,0.6143840616997304,0.5657536246798922
Unlicensed Artist 466,25,0.2846571116176533,vaporwave,0.6,0.5142759741229375,0.565710389649175
Unlicensed Artist 835,24,0.2980085674169996,folk,0.5666666666666667,0.5638832912872683,0.5655533165149074
Unlicensed Artist 277,25,0.28448376740904174,vaporwave,0.6,0.5136319139347134,0.5654527655738854
Unlicensed Artist 385,28,0.24391682709752824,ambient,0.7,0.36290549842890346,0.5651621993715614
Unlicensed Artist 1424,23,0.3111412537678117,hip-hop,0.5333333333333333,0.6126777708417983,0.5650711083367194
Unlicensed Artist 423,22,0.32455140969578805,vaporwave,0.5,0.6625031882599366,0.5650012753039746
Unlicensed Artist 859,23,0.31101533346512916,folk,0.5333333333333333,0.6122099141161739,0.5648839656464696
Unlicensed Artist 1413,21,0.33750791002350944,vaporwave,0.4666666666666667,0.7106430488681333,0.5642572195472533
Unlicensed Artist 725,25,0.2833606287287609,ambient,0.6,0.5094588935862546,0.5637835574345018
Unlicensed Artist 1052,21,0.33694014161188185,r&b,0.4666666666666667,0.7085335060516206,0.5634134024206482
Unlicensed Artist 697,24,0.2963405342421256,jazz,0.5666666666666667,0.5576857161321566,0.5630742864528626
Unlicensed Artist 180,25,0.28279965019515757,jazz,0.6,0.5073745785529679,0.5629498314211872
Unlicensed Artist 610,26,0.2693111684877404,jazz,0.6333333333333333,0.4572581418002147,0.5629032567200858
Unlicensed Artist 1094,26,0.2690474049286946,hip-hop,0.6333333333333333,0.4562781286296197,0.5625112514518478
Unlicensed Artist 226,24,0.29563682139480546,experimental,0.5666666666666667,0.5550710719364778,0.5620284287745911
Unlicensed Artist 228,18,0.3763609577886362,experimental,0.36666666666666664,0.8550014987818801,0.562000599512752
Unlicensed Artist 1495,20,0.3493177669818345,ambient,0.43333333333333335,0.7545225574851407,0.5618090229940563
Unlicensed Artist 116,25,0.2819461070942457,hip-hop,0.6,0.5042032402392512,0.5616812960957005
Unlicensed Artist 1159,24,0.29522931957489745,sludge metal,0.5666666666666667,0.5535569994391394,0.5614227997756558
Unlicensed Artist 460,23,0.3084827143968572,sludge metal,0.5333333333333333,0.6027999711658066,0.5611199884663227
Unlicensed Artist 53,19,0.3621869300214837,ambient,0.4,0.8023379165097814,0.5609351666039126
Unlicensed Artist 383,19,0.36217318290759143,r&b,0.4,0.8022868391254723,0.5609147356501889
Unlicensed Artist 415,19,0.36158793352734203,ambient,0.4,0.8001123457921174,0.560044938316847
Unlicensed Artist 1144,23,0.30763525069013076,lo-fi indie,0.5333333333333333,0.5996512208335097,0.559860488333404
Unlicensed Artist 1403,25,0.2806839460168436,experimental,0.6,0.49951368234982424,0.5598054729399297
Unlicensed Artist 158,23,0.30756466878797273,lo-fi indie,0.5333333333333333,0.5993889738651614,0.5597555895460646
Unlicensed Artist 342,22,0.320926443802127,ambient,0.5,0.6490346320590816,0.5596138528236326
Unlicensed Artist 884,26,0.26696424696328164,lo-fi indie,0.6333333333333333,0.4485381578394154,0.5594152631357661
Unlicensed Artist 1090,22,0.32069551614097486,jazz,0.5,0.6481766206256505,0.5592706482502602
Unlicensed Artist 738,27,0.25305341927710867,ambient,0.6666666666666666,0.3968524951358679,0.5587409980543472
Unlicensed Artist 1241,25,0.27990357915623554,experimental,0.6,0.4966142302645608,0.5586456921058243
Unlicensed Artist 190,29,0.2258578978363864,experimental,0.7333333333333333,0.2958075695611362,0.5583230278244544
Unlicensed Artist 853,25,0.27957686303024043,ambient,0.6,0.49540031691095227,0.5581601267643809
Unlicensed Artist 93,20,0.34654650992878794,experimental,0.43333333333333335,0.7442259554036584,0.5576903821614634
Unlicensed Artist 1320,22,0.3194825882833958,ambient,0.5,0.6436699887023121,0.5574679954809248
Unlicensed Artist 475,22,0.3192439455230902,experimental,0.5,0.6427833118277175,0.557113324731087
Unlicensed Artist 1429,25,0.2787818556696326,vaporwave,0.6,0.4924464680664254,0.5569785872265701
Unlicensed Artist 260,25,0.27874509817535525,vaporwave,0.6,0.4923098956428496,0.5569239582571398
Unlicensed Artist 1193,22,0.3190302166434402,sludge metal,0.5,0.6419892024452416,0.5567956809780966
Unlicensed Artist 171,20,0.34581190060765954,hip-hop,0.43333333333333335,0.7414965153985561,0.5565986061594225
Unlicensed Artist 526,25,0.27842009529379136,hip-hop,0.6,0.491102347846762,0.5564409391387048
Unlicensed Artist 926,19,0.35914199458785534,synthwave,0.4,0.7910244627508056,0.5564097851003222
Unlicensed Artist 1229,21,0.3321864969917807,hip-hop,0.4666666666666667,0.6908713454677974,0.5563485381871189
Unlicensed Artist 1304,24,0.291558040368427,synthwave,0.5666666666666667,0.5399163661830183,0.5559665464732073
Unlicensed Artist 374,25,0.27764567901238524,synthwave,0.6,0.4882250051310099,0.555290002052404
Unlicensed Artist 453,22,0.31782527578080855,ambient,0.5,0.6375122461915453,0.5550048984766182
Unlicensed Artist 1370,23,0.30407451364975985,hip-hop,0.5333333333333333,0.5864213068559562,0.5545685227423824
Unlicensed Artist 813,16,0.398154842881836,vaporwave,0.3,0.9359766513277378,0.5543906605310951
Unlicensed Artist 1347,25,0.27662023416336395,vaporwave,0.6,0.48441496608924345,0.5537659864356974
Unlicensed Artist 900,20,0.34329905993256254,sludge metal,0.43333333333333335,0.7321600590430574,0.552864023617223
Unlicensed Artist 118,23,0.3029198990669775,experimental,0.5333333333333333,0.5821313378314961,0.5528525351325985
Unlicensed Artist 164,25,0.2755159720525325,synthwave,0.6,0.48031208161073946,0.5521248326442958
Unlicensed Artist 761,20,0.3427995749709597,r&b,0.43333333333333335,0.7303042232988939,0.5521216893195575
Unlicensed Artist 1130,21,0.32915568809410034,folk,0.4666666666666667,0.6796103788352997,0.5518441515341199
Unlicensed Artist 1100,24,0.28860552747917917,ambient,0.5666666666666667,0.5289463082709919,0.5515785233083967
Unlicensed Artist 770,21,0.32889751704403336,r&b,0.4666666666666667,0.6786511446247542,0.5514604578499016
Unlicensed Artist 765,23,0.30170233193034063,ambient,0.5333333333333333,0.577607468672676,0.5510429874690704
Unlicensed Artist 1499,23,0.3016137427502711,jazz,0.5333333333333333,0.5772783156859842,0.5509113262743937
Unlicensed Artist 979,20,0.3419751947401776,folk,0.43333333333333335,0.7272412395923221,0.5508964958369289
Unlicensed Artist 692,22,0.31494551032580237,hip-hop,0.5,0.6268124812795896,0.5507249925118358
Unlicensed Artist 877,25,0.2741137403397441,sludge metal,0.6,0.47510209145239424,0.5500408365809577
Unlicensed Artist 337,25,0.2738268109305779,jazz,0.6,0.4740360055949271,0.5496144022379709
Unlicensed Artist 967,25,0.27379661273526773,folk,0.6,0.47392380423838165,0.5495695216953527
Unlicensed Artist 1381,25,0.27372914062478043,jazz,0.6,0.47367311169705933,0.5494692446788237
Unlicensed Artist 1059,25,0.2734689709873606,jazz,0.6,0.47270645173772774,0.5490825806950911
Unlicensed Artist 1096,23,0.3002986795854013,r&b,0.5333333333333333,0.5723922001573676,0.5489568800629471
Unlicensed Artist 1380,20,0.34063582678106447,hip-hop,0.43333333333333335,0.7222648196313826,0.548905927852553
Unlicensed Artist 1353,19,0.3540857813587606,ambient,0.4,0.7722381088823034,0.5488952435529213
Unlicensed Artist 1151,21,0.32702258567335707,lo-fi indie,0.4666666666666667,0.6716848394843778,0.5486739357937511
Unlicensed Artist 1008,23,0.2999427628952294,vaporwave,0.5333333333333333,0.5710697921444302,0.5484279168577721
Unlicensed Artist 370,22,0.31322664140275824,jazz,0.5,0.6204260259663392,0.5481704103865357
Unlicensed Artist 598,23,0.2996613545031328,r&b,0.5333333333333333,0.5700242196189139,0.5480096878475655
Unlicensed Artist 543,23,0.2996406031160085,ambient,0.5333333333333333,0.5699471178662552,0.5479788471465021
Unlicensed Artist 1285,22,0.31280723160349033,hip-hop,0.5,0.6188677093867248,0.5475470837546899
Unlicensed Artist 1402,26,0.25888399884361035,ambient,0.6333333333333333,0.4185160061532565,0.5474064024613026
Unlicensed Artist 1270,21,0.32613717251094354,synthwave,0.4666666666666667,0.6683950879973923,0.5473580351989569
Unlicensed Artist 1275,24,0.2854913349163016,lo-fi indie,0.5666666666666667,0.5173755297357379,0.5469502118942952
Unlicensed Artist 785,24,0.28543038792038394,ambient,0.5666666666666667,0.5171490812493603,0.5468596324997441
Unlicensed Artist 42,23,0.2986070431957259,ambient,0.5333333333333333,0.5661069272874638,0.5464427709149855
Unlicensed Artist 1032,24,0.2846438130497368,ambient,0.5666666666666667,0.5142265633106351,0.545690625324254
Unlicensed Artist 299,21,0.3247003845001145,synthwave,0.4666666666666667,0.6630567039573094,0.5452226815829238
Unlicensed Artist 996,23,0.297623180252909,experimental,0.5333333333333333,0.5624513857656966,0.5449805543062787
Unlicensed Artist 886,20,0.33783167542252956,ambient,0.43333333333333335,0.711845998799392,0.5447383995197568
Unlicensed Artist 457,23,0.296974667334479,experimental,0.5333333333333333,0.5600418368361112,0.5440167347344445
Unlicensed Artist 1196,27,0.24287251968859458,lo-fi indie,0.6666666666666666,0.3590253755695993,0.5436101502278397
Unlicensed Artist 929,26,0.2559458974849048,lo-fi indie,0.6333333333333333,0.4075994942647632,0.5430397977059053
Unlicensed Artist 655,23,0.2962979727411165,ambient,0.5333333333333333,0.5575275789288975,0.543011031571559
Unlicensed Artist 852,26,0.25591507465069663,vaporwave,0.6333333333333333,0.40748497206318096,0.5429939888252724
Unlicensed Artist 1047,21,0.32314647712641587,folk,0.4666666666666667,0.6572831630723645,0.5429132652289458
Unlicensed Artist 1431,19,0.34978550540542414,folk,0.4,0.7562604390074008,0.5425041756029603
Unlicensed Artist 229,24,0.28236703505432054,sludge metal,0.5666666666666667,0.5057671975434269,0.5423068790173707
Unlicensed Artist 947,23,0.29580569170503174,vaporwave,0.5333333333333333,0.5556985093609003,0.5422794037443601
Unlicensed Artist 704,22,0.30913827949489314,sludge metal,0.5,0.6052357224598136,0.5420942889839254
Unlicensed Artist 293,20,0.33596481017442764,experimental,0.43333333333333335,0.7049096633272562,0.5419638653309025
Unlicensed Artist 1079,22,0.30879196726285685,experimental,0.5,0.6039489997989519,0.5415795999195807
Unlicensed Artist 708,23,0.2951596194264399,experimental,0.5333333333333333,0.553298028625552,0.5413192114502208
Unlicensed Artist 586,23,0.2951065651994596,folk,0.5333333333333333,0.5531009057121952,0.541240362284878
Unlicensed Artist 551,23,0.29508145737871844,ambient,0.5333333333333333,0.5530076176359336,0.5412030470543735
Unlicensed Artist 1014,23,0.29485563656141656,ambient,0.5333333333333333,0.5521685806743799,0.540867432269752
Unlicensed Artist 138,27,0.2408478838192586,ambient,0.6666666666666666,0.3515028435534765,0.5406011374213906
Unlicensed Artist 1333,26,0.25411501973580203,ambient,0.6333333333333333,0.4007968702997193,0.5403187481198877
Unlicensed Artist 687,22,0.3077517678400062,sludge metal,0.5,0.6000841401567522,0.5400336560627008
Unlicensed Artist 684,27,0.240385662249531,synthwave,0.6666666666666666,0.3497854598947751,0.53991418395791
Unlicensed Artist 402,20,0.33448873680666924,synthwave,0.43333333333333335,0.6994253145931056,0.5397701258372423
Unlicensed Artist 1219,23,0.2940174107080457,synthwave,0.5333333333333333,0.5490541535745617,0.5396216614298247
Unlicensed Artist 424,23,0.2939917857741359,ambient,0.5333333333333333,0.548958944164975,0.5395835776659901
Unlicensed Artist 462,22,0.3071288533511086,hip-hop,0.5,0.5977697021597728,0.5391078808639092
Unlicensed Artist 1080,23,0.29363631703929954,synthwave,0.5333333333333333,0.5476382005295211,0.5390552802118085
Unlicensed Artist 620,22,0.3067881753619145,folk,0.5,0.5965039135210771,0.5386015654084308
Unlicensed Artist 688,26,0.25288870664731355,vaporwave,0.6333333333333333,0.39624050556783763,0.538496202227135
Unlicensed Artist 729,23,0.2932520985885227,jazz,0.5333333333333333,0.5462106373607909,0.5384842549443164
Unlicensed Artist 1042,22,0.30662348688220276,sludge metal,0.5,0.5958920136826511,0.5383568054730604
Unlicensed Artist 135,24,0.2796922696689594,sludge metal,0.5666666666666667,0.49582911013139497,0.538331644052558
Unlicensed Artist 1069,22,0.3065433052579347,folk,0.5,0.5955940989589241,0.5382376395835696
Unlicensed Artist 1227,24,0.2786953997579705,sludge metal,0.5666666666666667,0.49212524123580786,0.5368500964943231
Unlicensed Artist 405,22,0.30544599562362446,r&b,0.5,0.5915170463981562,0.5366068185592625
Unlicensed Artist 50,24,0.2784023147764334,jazz,0.5666666666666667,0.49103628435696894,0.5364145137427876
Unlicensed Artist 48,27,0.23775074825808656,ambient,0.6666666666666666,0.33999544028652257,0.535998176114609
Unlicensed Artist 691,23,0.2915247269671729,ambient,0.5333333333333333,0.5397925902827219,0.5359170361130887
Unlicensed Artist 1356,22,0.30485650158557176,jazz,0.5,0.5893267820440927,0.5357307128176371
Unlicensed Artist 261,25,0.26432047242601364,lo-fi indie,0.6,0.43871521688434323,0.5354860867537373
Unlicensed Artist 283,25,0.26401173878820944,sludge metal,0.6,0.43756811744290247,0.535027246977161
Unlicensed Artist 737,23,0.29074008671208473,ambient,0.5333333333333333,0.5368772604056633,0.5347509041622653
Unlicensed Artist 435,19,0.34432043283586483,r&b,0.4,0.7359549687756463,0.5343819875102584
Unlicensed Artist 570,25,0.26331572165775635,synthwave,0.6,0.4349820666735261,0.5339928266694105
Unlicensed Artist 418,22,0.30322799509595916,experimental,0.5,0.5832760682381616,0.5333104272952647
Unlicensed Artist 878,23,0.2897175271533292,sludge metal,0.5333333333333333,0.5330779416562362,0.5332311766624945
Unlicensed Artist 1060,28,0.22237149936768738,hip-hop,0.7,0.28285386045276634,0.5331415441811065
Unlicensed Artist 1109,23,0.2896490308621747,hip-hop,0.5333333333333333,0.5328234437729381,0.5331293775091752
Unlicensed Artist 621,20,0.32997790529502,r&b,0.43333333333333335,0.682665325807149,0.5330661303228597
Unlicensed Artist 1076,22,0.3030373133081058,sludge metal,0.5,0.5825675902961557,0.5330270361184622
Unlicensed Artist 372,23,0.2895627107736364,experimental,0.5333333333333333,0.5325027215929655,0.5330010886371862
Unlicensed Artist 28,22,0.3028970499784234,vaporwave,0.5,0.5820464420718235,0.5328185768287295
Unlicensed Artist 664,21,0.3162445079078119,folk,0.4666666666666667,0.6316389051553739,0.5326555620621496
Unlicensed Artist 377,23,0.28928637787168054,r&b,0.5333333333333333,0.5314760070446588,0.5325904028178635
Unlicensed Artist 1102,19,0.3427437837472005,jazz,0.4,0.730096931077461,0.5320387724309844
Unlicensed Artist 1232,22,0.3023566037950378,experimental,0.5,0.5800384149598456,0.5320153659839383
Unlicensed Artist 341,28,0.22155321882951245,ambient,0.7,0.2798135401463747,0.5319254160585498
Unlicensed Artist 985,22,0.3022260127837799,ambient,0.5,0.579553204222407,0.5318212816889628
Unlicensed Artist 534,26,0.24743087515662812,ambient,0.6333333333333333,0.37596193955549606,0.5303847758221985
Unlicensed Artist 148,24,0.27426373780648255,experimental,0.5666666666666667,0.4756594068506675,0.530263762740267
Unlicensed Artist 188,23,0.28770040302164396,vaporwave,0.5333333333333333,0.5255833194918701,0.530233327796748
Unlicensed Artist 1267,22,0.3009533684298944,vaporwave,0.5,0.5748246957324425,0.529929878292977
Unlicensed Artist 1375,22,0.30094195369449445,sludge metal,0.5,0.5747822842974768,0.5299129137189907
Unlicensed Artist 582,20,0.32775901647047323,synthwave,0.43333333333333335,0.6744210471812128,0.5297684188724852
Unlicensed Artist 1133,25,0.26042542003983954,sludge metal,0.6,0.42424315466157925,0.5296972618646317
Unlicensed Artist 367,21,0.31411820212897884,synthwave,0.4666666666666667,0.6237386187188877,0.5294954474875551
Unlicensed Artist 21,24,0.2737147444850437,folk,0.5666666666666667,0.47361962285804465,0.5294478491432179
Unlicensed Artist 278,23,0.2870951886944127,lo-fi indie,0.5333333333333333,0.5233346464232128,0.5293338585692852
Unlicensed Artist 289,21,0.3138763624453194,vaporwave,0.4666666666666667,0.6228400636796086,0.5291360254718435
Unlicensed Artist 753,19,0.3405691234326338,ambient,0.4,0.722016983424511,0.5288067933698044
Unlicensed Artist 1419,19,0.34036456402950943,lo-fi indie,0.4,0.7212569432204883,0.5285027772881954
Unlicensed Artist 825,22,0.29998776478893086,r&b,0.5,0.5712369966236565,0.5284947986494626
Unlicensed Artist 267,21,0.31339788162604565,ambient,0.4666666666666667,0.6210622687997481,0.5284249075198992
Unlicensed Artist 740,22,0.2998164510057932,synthwave,0.5,0.5706004804787168,0.5282401921914868
Unlicensed Artist 354,25,0.2594091568969039,vaporwave,0.6,0.42046723023718086,0.5281868920948724
Unlicensed Artist 763,17,0.36703680340122824,folk,0.3333333333333333,0.8203576149285569,0.5281430459714227
Unlicensed Artist 1345,18,0.353439103203332,jazz,0.36666666666666664,0.7698353770123328,0.5279341508049331
Unlicensed Artist 315,26,0.2456877931947083,folk,0.6333333333333333,0.36948552072687557,0.5277942082907502
Unlicensed Artist 132,21,0.3129715462901012,hip-hop,0.4666666666666667,0.6194782203973564,0.5277912881589426
Unlicensed Artist 660,23,0.286018630365232,folk,0.5333333333333333,0.5193346953104523,0.5277338781241809
Unlicensed Artist 29,23,0.28601130984053386,r&b,0.5333333333333333,0.5193074959101794,0.5277229983640718
Unlicensed Artist 225,25,0.2588722920705134,sludge metal,0.6,0.4184725096525962,0.5273890038610385
Unlicensed Artist 253,19,0.33954200989121774,folk,0.4,0.7182007443582589,0.5272802977433035
Unlicensed Artist 604,18,0.35273385260212986,experimental,0.36666666666666664,0.767215019294047,0.5268860077176187
Unlicensed Artist 908,23,0.2853778092924989,hip-hop,0.5333333333333333,0.5169537254238414,0.5267814901695366
Unlicensed Artist 1157,23,0.2844637298518309,jazz,0.5333333333333333,0.5135574644161968,0.5254229857664787
Unlicensed Artist 480,23,0.28442090959459226,hip-hop,0.5333333333333333,0.5133983658044934,0.5253593463217974
Unlicensed Artist 875,19,0.3381348921689623,hip-hop,0.4,0.712972600237908,0.5251890400951632
Unlicensed Artist 1389,22,0.2976279819034869,folk,0.5,0.562469226292356,0.5249876905169424
Unlicensed Artist 580,17,0.36474618719464663,hip-hop,0.3333333333333333,0.8118468333052364,0.5247387333220945
Unlicensed Artist 614,21,0.31090694010741793,ambient,0.4666666666666667,0.61180717873246,0.524722871492984
Unlicensed Artist 416,26,0.2436144077529045,lo-fi indie,0.6333333333333333,0.361781859735802,0.5247127438943208
Unlicensed Artist 1373,23,0.2839818524045039,hip-hop,0.5333333333333333,0.5117670493690932,0.5247068197476373
Unlicensed Artist 741,20,0.3240880628153883,jazz,0.43333333333333335,0.6607816235108538,0.5243126494043415
Unlicensed Artist 536,23,0.28352751608676713,ambient,0.5333333333333333,0.5100789633542074,0.524031585341683
Unlicensed Artist 1396,25,0.25659661500045045,hip-hop,0.6,0.4100172343721482,0.5240068937488593
Unlicensed Artist 1018,24,0.2699985112672301,r&b,0.5666666666666667,0.4598119630295393,0.5239247852118157
Unlicensed Artist 125,24,0.26967914734549436,experimental,0.5666666666666667,0.4586253667815732,0.5234501467126292
Unlicensed Artist 470,22,0.29658849586486397,jazz,0.5,0.5586070172283537,0.5234428068913415
Unlicensed Artist 864,21,0.3098234735112591,jazz,0.4666666666666667,0.607781559962465,0.5231126239849859
Unlicensed Artist 1249,25,0.255829799315473,experimental,0.6,0.40716813166283,0.522867252665132
Unlicensed Artist 404,24,0.2691327967961628,sludge metal,0.5666666666666667,0.4565954020053782,0.5226381608021513
Unlicensed Artist 10,21,0.30941813260311973,r&b,0.4666666666666667,0.6062755163300745,0.5225102065320297
Unlicensed Artist 436,22,0.295684817894551,r&b,0.5,0.5552494028706797,0.5220997611482718
Unlicensed Artist 58,23,0.28218119201825537,ambient,0.5333333333333333,0.5050766979775805,0.5220306791910322
Unlicensed Artist 87,23,0.28218072369668673,experimental,0.5333333333333333,0.5050749579293835,0.5220299831717534
Unlicensed Artist 532,20,0.3224599326910908,ambient,0.43333333333333335,0.6547323080897757,0.5218929232359103
Unlicensed Artist 914,24,0.2684017383046258,experimental,0.5666666666666667,0.4538791551031394,0.5215516620412557
Unlicensed Artist 1358,22,0.29526758881329185,hip-hop,0.5,0.5536991887460734,0.5214796754984293
Unlicensed Artist 479,23,0.2817471578511476,jazz,0.5333333333333333,0.5034640445777224,0.5213856178310889
Unlicensed Artist 231,17,0.36218844829715424,synthwave,0.3333333333333333,0.8023435576611181,0.5209374230644472
Unlicensed Artist 326,22,0.2946566199317303,experimental,0.5,0.5514291346380679,0.5205716538552272
Unlicensed Artist 1104,22,0.29465426877349693,lo-fi indie,0.5,0.5514203989126204,0.5205681595650482
Unlicensed Artist 1266,21,0.3080517903663165,folk,0.4666666666666667,0.6011988734744365,0.5204795493897746
Unlicensed Artist 1263,23,0.2809908635054944,ambient,0.5333333333333333,0.5006540338913786,0.5202616135565514
Unlicensed Artist 638,23,0.280969002027243,jazz,0.5333333333333333,0.5005728075965389,0.5202291230386156
Unlicensed Artist 1225,23,0.28082194516818487,ambient,0.5333333333333333,0.5000264180223889,0.5200105672089556
Unlicensed Artist 59,24,0.2673133764651831,ambient,0.5666666666666667,0.44983534806290393,0.5199341392251615
Unlicensed Artist 731,21,0.307406895698537,ambient,0.4666666666666667,0.5988027681505743,0.5195211072602297
Unlicensed Artist 183,23,0.28043607449470037,sludge metal,0.5333333333333333,0.4985927160222747,0.51943708640891
Unlicensed Artist 1026,24,0.2667337405051606,hip-hop,0.5666666666666667,0.4476817113853143,0.5190726845541257
Unlicensed Artist 699,21,0.3068360653479004,synthwave,0.4666666666666667,0.5966818487035398,0.5186727394814159
Unlicensed Artist 1134,25,0.25290146464616153,folk,0.6,0.3962879078964485,0.5185151631585794
Unlicensed Artist 596,20,0.32013907143606646,hip-hop,0.43333333333333335,0.646109151027155,0.518443660410862
Unlicensed Artist 6,19,0.33336299153864163,vaporwave,0.4,0.695242609471165,0.518097043788466
Unlicensed Artist 1443,22,0.2929866866377778,hip-hop,0.5,0.5452244995929193,0.5180897998371677
Unlicensed Artist 1083,24,0.2660266647987171,experimental,0.5666666666666667,0.44505457249080876,0.5180218289963234
Unlicensed Artist 122,18,0.34673563147105696,jazz,0.36666666666666664,0.7449286362551657,0.5179714545020663
Unlicensed Artist 1119,22,0.29289348291016587,ambient,0.5,0.5448782012606602,0.5179512805042641
Unlicensed Artist 815,22,0.2928392310051971,folk,0.5,0.5446766283762496,0.5178706513504998
Unlicensed Artist 102,23,0.2792241587812695,ambient,0.5333333333333333,0.4940898447192408,0.5176359378876964
Unlicensed Artist 1139,21,0.3060702187616978,lo-fi indie,0.4666666666666667,0.5938363466794959,0.5175345386717983
Unlicensed Artist 518,22,0.2925977838338596,vaporwave,0.5,0.543779531716007,0.5175118126864028
Unlicensed Artist 294,20,0.31950044799479765,jazz,0.43333333333333335,0.6437363464374751,0.5174945385749901
Unlicensed Artist 83,20,0.31947702295686997,experimental,0.43333333333333335,0.6436493107386323,0.517459724295453
Unlicensed Artist 1497,16,0.3730487482933149,sludge metal,0.3,0.8426949885841565,0.5170779954336626
Unlicensed Artist 361,20,0.31912420955219384,lo-fi indie,0.43333333333333335,0.642338432979036,0.5169353731916144
Unlicensed Artist 491,19,0.33238637521888537,jazz,0.4,0.6916139927682297,0.5166455971072919
Unlicensed Artist 198,22,0.2917973995585574,jazz,0.5,0.5408057049517223,0.516322281980689
Unlicensed Artist 1453,24,0.26487607507050254,jazz,0.5666666666666667,0.44077955780841316,0.5163118231233652
Unlicensed Artist 1021,19,0.33203830128932904,ambient,0.4,0.6903207245224567,0.5161282898089827
Unlicensed Artist 1438,25,0.25092986504580944,vaporwave,0.6,0.3889624320707694,0.5155849728283077
Unlicensed Artist 195,24,0.26430268161017956,ambient,0.5666666666666667,0.43864911513057514,0.51545964605223
Unlicensed Artist 977,22,0.29120177680451104,folk,0.5,0.5385926693611228,0.5154370677444491
Unlicensed Artist 1234,24,0.2641906305521779,vaporwave,0.5666666666666667,0.4382327895660506,0.5152931158264202
Unlicensed Artist 931,20,0.31783182600058923,experimental,0.43333333333333335,0.6375365835248699,0.5150146334099479
Unlicensed Artist 760,18,0.34472403356572945,hip-hop,0.36666666666666664,0.737454546777854,0.5149818187111417
Unlicensed Artist 1166,20,0.3176978018183024,synthwave,0.43333333333333335,0.6370386168448081,0.5148154467379233
Unlicensed Artist 1013,21,0.3041095021944009,jazz,0.4666666666666667,0.586551306749392,0.5146205226997568
Unlicensed Artist 650,21,0.3036891534404588,ambient,0.4666666666666667,0.5849895014848712,0.5139958005939484
Unlicensed Artist 200,20,0.31707893677269416,synthwave,0.43333333333333335,0.6347392245492571,0.5138956898197029
Unlicensed Artist 388,23,0.2765253864060873,ambient,0.5333333333333333,0.4840625593668411,0.5136250237467365
Unlicensed Artist 843,17,0.3572380537381556,folk,0.3333333333333333,0.7839503729277464,0.5135801491710985
Unlicensed Artist 989,21,0.30330570604739643,ambient,0.4666666666666667,0.5835648031801055,0.5134259212720422
Unlicensed Artist 123,23,0.2762415663939359,experimental,0.5333333333333333,0.4830080264700562,0.5132032105880224
Unlicensed Artist 1457,23,0.276192574129391,lo-fi indie,0.5333333333333333,0.48282599577299956,0.5131303983091998
Unlicensed Artist 1283,23,0.2760286871088515,jazz,0.5333333333333333,0.4822170737551159,0.5128868295020463
Unlicensed Artist 590,22,0.28910002184900835,experimental,0.5,0.5307836014777216,0.5123134405910886
Unlicensed Artist 124,22,0.2890904907555998,hip-hop,0.5,0.5307481887121965,0.5122992754848786
Unlicensed Artist 554,25,0.24871647323815485,jazz,0.6,0.38073857760415547,0.5122954310416622
Unlicensed Artist 930,24,0.26209302228341674,lo-fi indie,0.5666666666666667,0.4304391286920018,0.5121756514768007
Unlicensed Artist 722,24,0.2620896688884224,synthwave,0.5666666666666667,0.4304266691571344,0.5121706676628537
Unlicensed Artist 108,22,0.2887358383706827,folk,0.5,0.5294304782238368,0.5117721912895348
Unlicensed Artist 371,27,0.2214388737886133,lo-fi indie,0.6666666666666666,0.279388691291291,0.5117554765165164
Unlicensed Artist 546,23,0.2751203942216787,experimental,0.5333333333333333,0.4788423126796764,0.5115369250718707
Unlicensed Artist 566,18,0.3423723273179439,experimental,0.36666666666666664,0.7287167851835756,0.5114867140734303
Unlicensed Artist 1095,23,0.2749970546017537,jazz,0.5333333333333333,0.47838404447757915,0.5113536177910316
Unlicensed Artist 624,24,0.26138940267615846,jazz,0.5666666666666667,0.42782483092965495,0.511129932371862
Unlicensed Artist 1359,18,0.3418815084911708,sludge metal,0.36666666666666664,0.7268931484524298,0.5107572593809719
Unlicensed Artist 304,22,0.28805079240534176,lo-fi indie,0.5,0.5268851908045821,0.5107540763218328
Unlicensed Artist 205,20,0.31457724093078937,hip-hop,0.43333333333333335,0.625444176807412,0.5101776707229648
Unlicensed Artist 1258,19,0.3279634395294697,hip-hop,0.4,0.6751805807988006,0.5100722323195203
Unlicensed Artist 1475,21,0.3010387655568988,synthwave,0.4666666666666667,0.5751419886500011,0.5100567954600004
Unlicensed Artist 827,21,0.30101422471966816,hip-hop,0.4666666666666667,0.575050807200257,0.5100203228801028
Unlicensed Artist 1300,24,0.26061159374081094,sludge metal,0.5666666666666667,0.42493488281246733,0.509973953124987
Unlicensed Artist 718,20,0.3143285576433254,lo-fi indie,0.43333333333333335,0.6245201943668381,0.5098080777467353
Unlicensed Artist 1216,14,0.3949454839575583,synthwave,0.23333333333333334,0.924052282296863,0.5096209129187452
Unlicensed Artist 560,20,0.3141860600373185,experimental,0.43333333333333335,0.6239907446916434,0.5095962978766574
